chr	start	end	methylation_pct	coverage	sample_id	condition
chr22	17492000	17492002	61.4	57	E029_monocyte	monocyte
chr22	17494000	17494002	48.0	71	E029_monocyte	monocyte
chr22	17496000	17496002	19.7	26	E029_monocyte	monocyte
chr22	17498000	17498002	35.5	46	E029_monocyte	monocyte
chr22	17500000	17500002	34.3	18	E029_monocyte	monocyte
chr22	17502000	17502002	46.1	34	E029_monocyte	monocyte
chr22	17504000	17504002	41.2	12	E029_monocyte	monocyte
chr22	17506000	17506002	40.0	54	E029_monocyte	monocyte
chr22	17508000	17508002	40.9	33	E029_monocyte	monocyte
chr22	17510000	17510002	32.5	9	E029_monocyte	monocyte
chr22	17512000	17512002	34.6	65	E029_monocyte	monocyte
chr22	17514000	17514002	37.7	78	E029_monocyte	monocyte
chr22	17516000	17516002	32.5	54	E029_monocyte	monocyte
chr22	17518000	17518002	30.4	62	E029_monocyte	monocyte
chr22	17520000	17520002	49.3	67	E029_monocyte	monocyte
chr22	17522000	17522002	34.1	37	E029_monocyte	monocyte
chr22	17524000	17524002	14.9	63	E029_monocyte	monocyte
chr22	17526000	17526002	76.9	66	E029_monocyte	monocyte
chr22	17528000	17528002	47.6	73	E029_monocyte	monocyte
chr22	17530000	17530002	35.8	51	E029_monocyte	monocyte
chr22	17532000	17532002	42.0	27	E029_monocyte	monocyte
chr22	17534000	17534002	52.2	54	E029_monocyte	monocyte
chr22	17536000	17536002	71.0	52	E029_monocyte	monocyte
chr22	17538000	17538002	39.8	7	E029_monocyte	monocyte
chr22	17540000	17540002	28.5	10	E029_monocyte	monocyte
chr22	17542000	17542002	45.3	63	E029_monocyte	monocyte
chr22	17544000	17544002	13.9	34	E029_monocyte	monocyte
chr22	17546000	17546002	56.5	56	E029_monocyte	monocyte
chr22	17548000	17548002	54.9	31	E029_monocyte	monocyte
chr22	17550000	17550002	54.9	56	E029_monocyte	monocyte
chr22	17552000	17552002	26.3	62	E029_monocyte	monocyte
chr22	17554000	17554002	47.4	61	E029_monocyte	monocyte
chr22	17556000	17556002	56.0	48	E029_monocyte	monocyte
chr22	17558000	17558002	35.1	46	E029_monocyte	monocyte
chr22	17560000	17560002	35.9	72	E029_monocyte	monocyte
chr22	17562000	17562002	33.1	31	E029_monocyte	monocyte
chr22	17564000	17564002	40.6	77	E029_monocyte	monocyte
chr22	17566000	17566002	63.7	29	E029_monocyte	monocyte
chr22	17568000	17568002	63.0	51	E029_monocyte	monocyte
chr22	17570000	17570002	32.2	64	E029_monocyte	monocyte
chr22	17572000	17572002	15.7	57	E029_monocyte	monocyte
chr22	17574000	17574002	32.4	52	E029_monocyte	monocyte
chr22	17576000	17576002	33.6	23	E029_monocyte	monocyte
chr22	17578000	17578002	31.8	65	E029_monocyte	monocyte
chr22	17580000	17580002	56.9	43	E029_monocyte	monocyte
chr22	17582000	17582002	53.8	57	E029_monocyte	monocyte
chr22	17584000	17584002	50.0	75	E029_monocyte	monocyte
chr22	17586000	17586002	43.3	25	E029_monocyte	monocyte
chr22	17588000	17588002	21.0	60	E029_monocyte	monocyte
chr22	17590000	17590002	10.3	28	E029_monocyte	monocyte
chr22	17592000	17592002	43.1	31	E029_monocyte	monocyte
chr22	17594000	17594002	38.8	54	E029_monocyte	monocyte
chr22	17596000	17596002	31.6	77	E029_monocyte	monocyte
chr22	17598000	17598002	36.2	24	E029_monocyte	monocyte
chr22	17600000	17600002	27.6	30	E029_monocyte	monocyte
chr22	17602000	17602002	24.8	24	E029_monocyte	monocyte
chr22	17604000	17604002	25.7	21	E029_monocyte	monocyte
chr22	17606000	17606002	48.9	67	E029_monocyte	monocyte
chr22	17608000	17608002	25.9	72	E029_monocyte	monocyte
chr22	17610000	17610002	71.9	9	E029_monocyte	monocyte
chr22	17612000	17612002	28.2	15	E029_monocyte	monocyte
chr22	17614000	17614002	16.4	7	E029_monocyte	monocyte
chr22	17616000	17616002	69.8	11	E029_monocyte	monocyte
chr22	17618000	17618002	41.6	47	E029_monocyte	monocyte
chr22	17620000	17620002	47.8	50	E029_monocyte	monocyte
chr22	17622000	17622002	29.6	30	E029_monocyte	monocyte
chr22	17624000	17624002	38.5	44	E029_monocyte	monocyte
chr22	17626000	17626002	2.3	13	E029_monocyte	monocyte
chr22	17628000	17628002	18.6	79	E029_monocyte	monocyte
chr22	17630000	17630002	64.9	62	E029_monocyte	monocyte
chr22	17632000	17632002	16.9	42	E029_monocyte	monocyte
chr22	17634000	17634002	43.6	43	E029_monocyte	monocyte
chr22	17636000	17636002	55.5	24	E029_monocyte	monocyte
chr22	17638000	17638002	51.5	25	E029_monocyte	monocyte
chr22	17640000	17640002	24.1	57	E029_monocyte	monocyte
chr22	17642000	17642002	49.4	25	E029_monocyte	monocyte
chr22	17644000	17644002	20.5	40	E029_monocyte	monocyte
chr22	17646000	17646002	32.0	36	E029_monocyte	monocyte
chr22	17648000	17648002	61.9	23	E029_monocyte	monocyte
chr22	17650000	17650002	36.7	61	E029_monocyte	monocyte
chr22	17652000	17652002	43.5	53	E029_monocyte	monocyte
chr22	17654000	17654002	42.4	65	E029_monocyte	monocyte
chr22	17656000	17656002	33.3	7	E029_monocyte	monocyte
chr22	17658000	17658002	46.3	80	E029_monocyte	monocyte
chr22	17660000	17660002	29.5	61	E029_monocyte	monocyte
chr22	17662000	17662002	14.4	79	E029_monocyte	monocyte
chr22	17664000	17664002	25.3	7	E029_monocyte	monocyte
chr22	17666000	17666002	32.9	67	E029_monocyte	monocyte
chr22	17668000	17668002	58.3	48	E029_monocyte	monocyte
chr22	17670000	17670002	33.6	15	E029_monocyte	monocyte
chr22	17672000	17672002	44.3	22	E029_monocyte	monocyte
chr22	17674000	17674002	36.3	43	E029_monocyte	monocyte
chr22	17676000	17676002	25.3	19	E029_monocyte	monocyte
chr22	17678000	17678002	10.0	30	E029_monocyte	monocyte
chr22	17680000	17680002	52.8	15	E029_monocyte	monocyte
chr22	17682000	17682002	36.8	50	E029_monocyte	monocyte
chr22	17684000	17684002	18.5	7	E029_monocyte	monocyte
chr22	17686000	17686002	23.8	80	E029_monocyte	monocyte
chr22	17688000	17688002	32.1	37	E029_monocyte	monocyte
chr22	17690000	17690002	44.5	29	E029_monocyte	monocyte
chr22	17692000	17692002	0	8	E029_monocyte	monocyte
chr22	17694000	17694002	36.4	67	E029_monocyte	monocyte
chr22	17696000	17696002	36.2	35	E029_monocyte	monocyte
chr22	17698000	17698002	48.2	44	E029_monocyte	monocyte
chr22	17700000	17700002	35.9	48	E029_monocyte	monocyte
chr22	17702000	17702002	89.9	10	E029_monocyte	monocyte
chr22	17704000	17704002	33.0	63	E029_monocyte	monocyte
chr22	17706000	17706002	88.4	15	E029_monocyte	monocyte
chr22	17708000	17708002	38.1	6	E029_monocyte	monocyte
chr22	17710000	17710002	43.3	78	E029_monocyte	monocyte
chr22	17712000	17712002	54.6	65	E029_monocyte	monocyte
chr22	17714000	17714002	41.8	53	E029_monocyte	monocyte
chr22	17716000	17716002	22.3	39	E029_monocyte	monocyte
chr22	17718000	17718002	54.9	53	E029_monocyte	monocyte
chr22	17720000	17720002	26.1	59	E029_monocyte	monocyte
chr22	17722000	17722002	63.2	57	E029_monocyte	monocyte
chr22	17724000	17724002	37.9	49	E029_monocyte	monocyte
chr22	17726000	17726002	32.3	38	E029_monocyte	monocyte
chr22	17728000	17728002	23.6	39	E029_monocyte	monocyte
chr22	17730000	17730002	34.4	15	E029_monocyte	monocyte
chr22	17732000	17732002	68.8	15	E029_monocyte	monocyte
chr22	17734000	17734002	22.6	45	E029_monocyte	monocyte
chr22	17736000	17736002	60.6	7	E029_monocyte	monocyte
chr22	17738000	17738002	15.6	21	E029_monocyte	monocyte
chr22	17740000	17740002	42.5	14	E029_monocyte	monocyte
chr22	17742000	17742002	33.3	27	E029_monocyte	monocyte
chr22	17744000	17744002	33.9	35	E029_monocyte	monocyte
chr22	17746000	17746002	46.2	16	E029_monocyte	monocyte
chr22	17748000	17748002	41.4	6	E029_monocyte	monocyte
chr22	17750000	17750002	38.4	48	E029_monocyte	monocyte
chr22	17752000	17752002	54.3	24	E029_monocyte	monocyte
chr22	17754000	17754002	24.9	79	E029_monocyte	monocyte
chr22	17756000	17756002	18.7	63	E029_monocyte	monocyte
chr22	17758000	17758002	18.4	47	E029_monocyte	monocyte
chr22	17760000	17760002	41.6	20	E029_monocyte	monocyte
chr22	17762000	17762002	33.1	12	E029_monocyte	monocyte
chr22	17764000	17764002	37.2	15	E029_monocyte	monocyte
chr22	17766000	17766002	30.4	28	E029_monocyte	monocyte
chr22	17768000	17768002	70.9	5	E029_monocyte	monocyte
chr22	17770000	17770002	60.1	60	E029_monocyte	monocyte
chr22	17772000	17772002	42.8	11	E029_monocyte	monocyte
chr22	17774000	17774002	29.4	15	E029_monocyte	monocyte
chr22	17776000	17776002	24.1	29	E029_monocyte	monocyte
chr22	17778000	17778002	53.7	65	E029_monocyte	monocyte
chr22	17780000	17780002	49.7	68	E029_monocyte	monocyte
chr22	17782000	17782002	18.5	28	E029_monocyte	monocyte
chr22	17784000	17784002	16.1	80	E029_monocyte	monocyte
chr22	17786000	17786002	44.7	12	E029_monocyte	monocyte
chr22	17788000	17788002	23.3	15	E029_monocyte	monocyte
chr22	17790000	17790002	46.3	27	E029_monocyte	monocyte
chr22	17792000	17792002	51.6	74	E029_monocyte	monocyte
chr22	17794000	17794002	38.1	78	E029_monocyte	monocyte
chr22	17796000	17796002	62.9	14	E029_monocyte	monocyte
chr22	17798000	17798002	36.0	29	E029_monocyte	monocyte
chr22	17800000	17800002	45.1	34	E029_monocyte	monocyte
chr22	17802000	17802002	52.2	25	E029_monocyte	monocyte
chr22	17804000	17804002	17.5	42	E029_monocyte	monocyte
chr22	17806000	17806002	57.5	57	E029_monocyte	monocyte
chr22	17808000	17808002	27.7	59	E029_monocyte	monocyte
chr22	17810000	17810002	39.5	37	E029_monocyte	monocyte
chr22	17812000	17812002	51.0	72	E029_monocyte	monocyte
chr22	17814000	17814002	18.2	5	E029_monocyte	monocyte
chr22	17816000	17816002	17.8	37	E029_monocyte	monocyte
chr22	17818000	17818002	7.5	41	E029_monocyte	monocyte
chr22	17820000	17820002	40.1	13	E029_monocyte	monocyte
chr22	17822000	17822002	34.5	68	E029_monocyte	monocyte
chr22	17824000	17824002	26.4	60	E029_monocyte	monocyte
chr22	17826000	17826002	60.2	15	E029_monocyte	monocyte
chr22	17828000	17828002	25.3	62	E029_monocyte	monocyte
chr22	17830000	17830002	11.5	6	E029_monocyte	monocyte
chr22	17832000	17832002	62.2	45	E029_monocyte	monocyte
chr22	17834000	17834002	36.8	80	E029_monocyte	monocyte
chr22	17836000	17836002	44.5	13	E029_monocyte	monocyte
chr22	17838000	17838002	7.0	77	E029_monocyte	monocyte
chr22	17840000	17840002	37.8	62	E029_monocyte	monocyte
chr22	17842000	17842002	68.6	50	E029_monocyte	monocyte
chr22	17844000	17844002	39.2	68	E029_monocyte	monocyte
chr22	17846000	17846002	22.9	43	E029_monocyte	monocyte
chr22	17848000	17848002	41.1	29	E029_monocyte	monocyte
chr22	17850000	17850002	27.0	34	E029_monocyte	monocyte
chr22	17852000	17852002	36.2	50	E029_monocyte	monocyte
chr22	17854000	17854002	37.7	57	E029_monocyte	monocyte
chr22	17856000	17856002	23.7	56	E029_monocyte	monocyte
chr22	17858000	17858002	43.6	64	E029_monocyte	monocyte
chr22	17860000	17860002	51.4	24	E029_monocyte	monocyte
chr22	17862000	17862002	27.7	23	E029_monocyte	monocyte
chr22	17864000	17864002	38.9	8	E029_monocyte	monocyte
chr22	17866000	17866002	25.2	22	E029_monocyte	monocyte
chr22	17868000	17868002	43.5	24	E029_monocyte	monocyte
chr22	17870000	17870002	25.7	56	E029_monocyte	monocyte
chr22	17872000	17872002	29.4	27	E029_monocyte	monocyte
chr22	17874000	17874002	52.0	24	E029_monocyte	monocyte
chr22	17876000	17876002	32.0	17	E029_monocyte	monocyte
chr22	17878000	17878002	34.7	7	E029_monocyte	monocyte
chr22	17880000	17880002	33.4	48	E029_monocyte	monocyte
chr22	17882000	17882002	45.4	30	E029_monocyte	monocyte
chr22	17884000	17884002	54.8	43	E029_monocyte	monocyte
chr22	17886000	17886002	42.0	75	E029_monocyte	monocyte
chr22	17888000	17888002	38.3	68	E029_monocyte	monocyte
chr22	17890000	17890002	49.6	60	E029_monocyte	monocyte
chr22	17892000	17892002	13.1	67	E029_monocyte	monocyte
chr22	17894000	17894002	51.6	12	E029_monocyte	monocyte
chr22	17896000	17896002	35.7	46	E029_monocyte	monocyte
chr22	17898000	17898002	45.7	66	E029_monocyte	monocyte
chr22	17900000	17900002	33.5	71	E029_monocyte	monocyte
chr22	17902000	17902002	34.8	68	E029_monocyte	monocyte
chr22	17904000	17904002	45.1	6	E029_monocyte	monocyte
chr22	17906000	17906002	25.3	44	E029_monocyte	monocyte
chr22	17908000	17908002	30.8	44	E029_monocyte	monocyte
chr22	17910000	17910002	30.0	59	E029_monocyte	monocyte
chr22	17912000	17912002	24.5	72	E029_monocyte	monocyte
chr22	17914000	17914002	26.9	41	E029_monocyte	monocyte
chr22	17916000	17916002	32.1	21	E029_monocyte	monocyte
chr22	17918000	17918002	52.2	52	E029_monocyte	monocyte
chr22	17920000	17920002	24.4	7	E029_monocyte	monocyte
chr22	17922000	17922002	33.2	62	E029_monocyte	monocyte
chr22	17924000	17924002	32.3	46	E029_monocyte	monocyte
chr22	17926000	17926002	48.2	34	E029_monocyte	monocyte
chr22	17928000	17928002	67.3	65	E029_monocyte	monocyte
chr22	17930000	17930002	22.7	40	E029_monocyte	monocyte
chr22	17932000	17932002	21.5	47	E029_monocyte	monocyte
chr22	17934000	17934002	33.3	29	E029_monocyte	monocyte
chr22	17936000	17936002	71.8	78	E029_monocyte	monocyte
chr22	17938000	17938002	17.5	34	E029_monocyte	monocyte
chr22	17940000	17940002	34.6	36	E029_monocyte	monocyte
chr22	17942000	17942002	20.1	67	E029_monocyte	monocyte
chr22	17944000	17944002	10.9	45	E029_monocyte	monocyte
chr22	17946000	17946002	27.8	70	E029_monocyte	monocyte
chr22	17948000	17948002	50.8	23	E029_monocyte	monocyte
chr22	17950000	17950002	29.9	46	E029_monocyte	monocyte
chr22	17952000	17952002	55.2	39	E029_monocyte	monocyte
chr22	17954000	17954002	48.5	13	E029_monocyte	monocyte
chr22	17956000	17956002	15.3	40	E029_monocyte	monocyte
chr22	17958000	17958002	48.1	23	E029_monocyte	monocyte
chr22	17960000	17960002	22.9	65	E029_monocyte	monocyte
chr22	17962000	17962002	59.6	36	E029_monocyte	monocyte
chr22	17964000	17964002	40.2	50	E029_monocyte	monocyte
chr22	17966000	17966002	41.2	66	E029_monocyte	monocyte
chr22	17968000	17968002	15.7	45	E029_monocyte	monocyte
chr22	17970000	17970002	30.1	67	E029_monocyte	monocyte
chr22	17972000	17972002	60.4	73	E029_monocyte	monocyte
chr22	17974000	17974002	38.1	30	E029_monocyte	monocyte
chr22	17976000	17976002	49.7	20	E029_monocyte	monocyte
chr22	17978000	17978002	20.7	42	E029_monocyte	monocyte
chr22	17980000	17980002	37.5	29	E029_monocyte	monocyte
chr22	17982000	17982002	15.7	72	E029_monocyte	monocyte
chr22	17984000	17984002	43.7	53	E029_monocyte	monocyte
chr22	17986000	17986002	28.3	59	E029_monocyte	monocyte
chr22	17988000	17988002	31.0	43	E029_monocyte	monocyte
chr22	17990000	17990002	12.0	38	E029_monocyte	monocyte
chr22	17992000	17992002	43.6	8	E029_monocyte	monocyte
chr22	17994000	17994002	52.1	58	E029_monocyte	monocyte
chr22	17996000	17996002	54.8	23	E029_monocyte	monocyte
chr22	17998000	17998002	48.0	62	E029_monocyte	monocyte
chr22	18000000	18000002	26.6	61	E029_monocyte	monocyte
chr22	18002000	18002002	26.4	45	E029_monocyte	monocyte
chr22	18004000	18004002	49.3	40	E029_monocyte	monocyte
chr22	18006000	18006002	47.5	30	E029_monocyte	monocyte
chr22	18008000	18008002	35.5	25	E029_monocyte	monocyte
chr22	18010000	18010002	24.1	80	E029_monocyte	monocyte
chr22	18012000	18012002	65.9	20	E029_monocyte	monocyte
chr22	18014000	18014002	67.1	11	E029_monocyte	monocyte
chr22	18016000	18016002	52.8	52	E029_monocyte	monocyte
chr22	18018000	18018002	25.9	23	E029_monocyte	monocyte
chr22	18020000	18020002	30.5	75	E029_monocyte	monocyte
chr22	18022000	18022002	62.0	8	E029_monocyte	monocyte
chr22	18024000	18024002	25.1	55	E029_monocyte	monocyte
chr22	18026000	18026002	24.3	27	E029_monocyte	monocyte
chr22	18028000	18028002	26.8	9	E029_monocyte	monocyte
chr22	18030000	18030002	65.3	41	E029_monocyte	monocyte
chr22	18032000	18032002	28.7	10	E029_monocyte	monocyte
chr22	18034000	18034002	62.5	70	E029_monocyte	monocyte
chr22	18036000	18036002	62.4	21	E029_monocyte	monocyte
chr22	18038000	18038002	48.2	68	E029_monocyte	monocyte
chr22	18040000	18040002	45.2	24	E029_monocyte	monocyte
chr22	18042000	18042002	42.2	18	E029_monocyte	monocyte
chr22	18044000	18044002	4.8	35	E029_monocyte	monocyte
chr22	18046000	18046002	34.9	16	E029_monocyte	monocyte
chr22	18048000	18048002	41.2	48	E029_monocyte	monocyte
chr22	18050000	18050002	0	15	E029_monocyte	monocyte
chr22	18052000	18052002	18.7	68	E029_monocyte	monocyte
chr22	18054000	18054002	53.0	56	E029_monocyte	monocyte
chr22	18056000	18056002	22.4	55	E029_monocyte	monocyte
chr22	18058000	18058002	34.9	24	E029_monocyte	monocyte
chr22	18060000	18060002	33.8	31	E029_monocyte	monocyte
chr22	18062000	18062002	38.1	62	E029_monocyte	monocyte
chr22	18064000	18064002	53.8	38	E029_monocyte	monocyte
chr22	18066000	18066002	61.4	34	E029_monocyte	monocyte
chr22	18068000	18068002	41.5	76	E029_monocyte	monocyte
chr22	18070000	18070002	61.5	8	E029_monocyte	monocyte
chr22	18072000	18072002	67.3	33	E029_monocyte	monocyte
chr22	18074000	18074002	49.3	66	E029_monocyte	monocyte
chr22	18076000	18076002	50.2	34	E029_monocyte	monocyte
chr22	18078000	18078002	42.8	24	E029_monocyte	monocyte
chr22	18080000	18080002	47.8	45	E029_monocyte	monocyte
chr22	18082000	18082002	37.7	46	E029_monocyte	monocyte
chr22	18084000	18084002	23.8	55	E029_monocyte	monocyte
chr22	18086000	18086002	53.8	7	E029_monocyte	monocyte
chr22	18088000	18088002	27.6	8	E029_monocyte	monocyte
chr22	18090000	18090002	39.2	58	E029_monocyte	monocyte
chr22	18092000	18092002	35.9	80	E029_monocyte	monocyte
chr22	18094000	18094002	38.7	9	E029_monocyte	monocyte
chr22	18096000	18096002	45.1	5	E029_monocyte	monocyte
chr22	18098000	18098002	59.2	49	E029_monocyte	monocyte
chr22	18100000	18100002	34.1	52	E029_monocyte	monocyte
chr22	18102000	18102002	21.1	70	E029_monocyte	monocyte
chr22	18104000	18104002	47.2	32	E029_monocyte	monocyte
chr22	18106000	18106002	34.7	24	E029_monocyte	monocyte
chr22	18108000	18108002	7.5	41	E029_monocyte	monocyte
chr22	18110000	18110002	32.5	39	E029_monocyte	monocyte
chr22	18112000	18112002	23.2	25	E029_monocyte	monocyte
chr22	18114000	18114002	33.8	30	E029_monocyte	monocyte
chr22	18116000	18116002	40.3	30	E029_monocyte	monocyte
chr22	18118000	18118002	28.5	46	E029_monocyte	monocyte
chr22	18120000	18120002	52.0	41	E029_monocyte	monocyte
chr22	18122000	18122002	31.0	62	E029_monocyte	monocyte
chr22	18124000	18124002	60.1	70	E029_monocyte	monocyte
chr22	18126000	18126002	43.7	56	E029_monocyte	monocyte
chr22	18128000	18128002	42.1	54	E029_monocyte	monocyte
chr22	18130000	18130002	47.0	18	E029_monocyte	monocyte
chr22	18132000	18132002	38.6	30	E029_monocyte	monocyte
chr22	18134000	18134002	9.5	77	E029_monocyte	monocyte
chr22	18136000	18136002	38.9	32	E029_monocyte	monocyte
chr22	18138000	18138002	27.4	80	E029_monocyte	monocyte
chr22	18140000	18140002	45.9	11	E029_monocyte	monocyte
chr22	18142000	18142002	27.1	34	E029_monocyte	monocyte
chr22	18144000	18144002	11.5	37	E029_monocyte	monocyte
chr22	18146000	18146002	27.3	32	E029_monocyte	monocyte
chr22	18148000	18148002	27.1	32	E029_monocyte	monocyte
chr22	18150000	18150002	39.1	28	E029_monocyte	monocyte
chr22	18152000	18152002	46.5	54	E029_monocyte	monocyte
chr22	18154000	18154002	32.2	46	E029_monocyte	monocyte
chr22	18156000	18156002	25.6	26	E029_monocyte	monocyte
chr22	18158000	18158002	43.9	67	E029_monocyte	monocyte
chr22	18160000	18160002	19.9	36	E029_monocyte	monocyte
chr22	18162000	18162002	42.5	14	E029_monocyte	monocyte
chr22	18164000	18164002	16.8	8	E029_monocyte	monocyte
chr22	18166000	18166002	19.2	11	E029_monocyte	monocyte
chr22	18168000	18168002	62.7	5	E029_monocyte	monocyte
chr22	18170000	18170002	11.6	43	E029_monocyte	monocyte
chr22	18172000	18172002	17.2	25	E029_monocyte	monocyte
chr22	18174000	18174002	48.2	17	E029_monocyte	monocyte
chr22	18176000	18176002	49.9	29	E029_monocyte	monocyte
chr22	18178000	18178002	43.4	59	E029_monocyte	monocyte
chr22	18180000	18180002	39.3	40	E029_monocyte	monocyte
chr22	18182000	18182002	25.5	58	E029_monocyte	monocyte
chr22	18184000	18184002	32.8	9	E029_monocyte	monocyte
chr22	18186000	18186002	29.6	20	E029_monocyte	monocyte
chr22	18188000	18188002	36.2	31	E029_monocyte	monocyte
chr22	18190000	18190002	51.1	20	E029_monocyte	monocyte
chr22	18192000	18192002	61.7	8	E029_monocyte	monocyte
chr22	18194000	18194002	28.0	65	E029_monocyte	monocyte
chr22	18196000	18196002	43.3	35	E029_monocyte	monocyte
chr22	18198000	18198002	46.5	63	E029_monocyte	monocyte
chr22	18200000	18200002	53.5	76	E029_monocyte	monocyte
chr22	18202000	18202002	25.6	39	E029_monocyte	monocyte
chr22	18204000	18204002	37.1	66	E029_monocyte	monocyte
chr22	18206000	18206002	63.2	13	E029_monocyte	monocyte
chr22	18208000	18208002	39.0	13	E029_monocyte	monocyte
chr22	18210000	18210002	31.4	55	E029_monocyte	monocyte
chr22	18212000	18212002	38.4	68	E029_monocyte	monocyte
chr22	18214000	18214002	36.7	60	E029_monocyte	monocyte
chr22	18216000	18216002	47.5	6	E029_monocyte	monocyte
chr22	18218000	18218002	26.5	78	E029_monocyte	monocyte
chr22	18220000	18220002	57.5	40	E029_monocyte	monocyte
chr22	18222000	18222002	26.8	41	E029_monocyte	monocyte
chr22	18224000	18224002	38.0	39	E029_monocyte	monocyte
chr22	18226000	18226002	30.1	8	E029_monocyte	monocyte
chr22	18228000	18228002	21.7	29	E029_monocyte	monocyte
chr22	18230000	18230002	6.1	35	E029_monocyte	monocyte
chr22	18232000	18232002	29.9	10	E029_monocyte	monocyte
chr22	18234000	18234002	14.6	77	E029_monocyte	monocyte
chr22	18236000	18236002	48.2	67	E029_monocyte	monocyte
chr22	18238000	18238002	26.2	34	E029_monocyte	monocyte
chr22	18240000	18240002	34.7	41	E029_monocyte	monocyte
chr22	18242000	18242002	15.9	51	E029_monocyte	monocyte
chr22	18244000	18244002	52.2	65	E029_monocyte	monocyte
chr22	18246000	18246002	47.6	74	E029_monocyte	monocyte
chr22	18248000	18248002	51.3	52	E029_monocyte	monocyte
chr22	18250000	18250002	58.9	75	E029_monocyte	monocyte
chr22	18252000	18252002	27.2	49	E029_monocyte	monocyte
chr22	18254000	18254002	36.7	57	E029_monocyte	monocyte
chr22	18256000	18256002	47.0	64	E029_monocyte	monocyte
chr22	18258000	18258002	53.5	49	E029_monocyte	monocyte
chr22	18260000	18260002	40.9	68	E029_monocyte	monocyte
chr22	18262000	18262002	31.6	74	E029_monocyte	monocyte
chr22	18264000	18264002	8.0	16	E029_monocyte	monocyte
chr22	18266000	18266002	60.9	37	E029_monocyte	monocyte
chr22	18268000	18268002	50.1	50	E029_monocyte	monocyte
chr22	18270000	18270002	31.1	64	E029_monocyte	monocyte
chr22	18272000	18272002	22.2	26	E029_monocyte	monocyte
chr22	18274000	18274002	45.7	10	E029_monocyte	monocyte
chr22	18276000	18276002	21.4	23	E029_monocyte	monocyte
chr22	18278000	18278002	67.9	48	E029_monocyte	monocyte
chr22	18280000	18280002	12.6	25	E029_monocyte	monocyte
chr22	18282000	18282002	32.9	78	E029_monocyte	monocyte
chr22	18284000	18284002	57.7	31	E029_monocyte	monocyte
chr22	18286000	18286002	61.2	55	E029_monocyte	monocyte
chr22	18288000	18288002	53.6	19	E029_monocyte	monocyte
chr22	18290000	18290002	47.7	69	E029_monocyte	monocyte
chr22	18292000	18292002	22.5	78	E029_monocyte	monocyte
chr22	18294000	18294002	35.0	5	E029_monocyte	monocyte
chr22	18296000	18296002	39.4	26	E029_monocyte	monocyte
chr22	18298000	18298002	59.0	34	E029_monocyte	monocyte
chr22	18300000	18300002	29.4	67	E029_monocyte	monocyte
chr22	18302000	18302002	15.8	19	E029_monocyte	monocyte
chr22	18304000	18304002	27.0	52	E029_monocyte	monocyte
chr22	18306000	18306002	65.4	75	E029_monocyte	monocyte
chr22	18308000	18308002	56.8	55	E029_monocyte	monocyte
chr22	18310000	18310002	33.0	33	E029_monocyte	monocyte
chr22	18312000	18312002	17.9	18	E029_monocyte	monocyte
chr22	18314000	18314002	28.4	33	E029_monocyte	monocyte
chr22	18316000	18316002	29.5	29	E029_monocyte	monocyte
chr22	18318000	18318002	27.3	5	E029_monocyte	monocyte
chr22	18320000	18320002	71.0	18	E029_monocyte	monocyte
chr22	18322000	18322002	15.4	68	E029_monocyte	monocyte
chr22	18324000	18324002	43.6	44	E029_monocyte	monocyte
chr22	18326000	18326002	44.6	35	E029_monocyte	monocyte
chr22	18328000	18328002	40.5	31	E029_monocyte	monocyte
chr22	18330000	18330002	27.3	74	E029_monocyte	monocyte
chr22	18332000	18332002	16.2	29	E029_monocyte	monocyte
chr22	18334000	18334002	11.8	8	E029_monocyte	monocyte
chr22	18336000	18336002	52.5	31	E029_monocyte	monocyte
chr22	18338000	18338002	41.3	28	E029_monocyte	monocyte
chr22	18340000	18340002	50.6	13	E029_monocyte	monocyte
chr22	18342000	18342002	20.0	37	E029_monocyte	monocyte
chr22	18344000	18344002	32.8	50	E029_monocyte	monocyte
chr22	18346000	18346002	42.2	56	E029_monocyte	monocyte
chr22	18348000	18348002	60.2	48	E029_monocyte	monocyte
chr22	18350000	18350002	41.3	54	E029_monocyte	monocyte
chr22	18352000	18352002	31.0	80	E029_monocyte	monocyte
chr22	18354000	18354002	49.0	66	E029_monocyte	monocyte
chr22	18356000	18356002	26.7	67	E029_monocyte	monocyte
chr22	18358000	18358002	24.9	9	E029_monocyte	monocyte
chr22	18360000	18360002	26.0	37	E029_monocyte	monocyte
chr22	18362000	18362002	40.0	65	E029_monocyte	monocyte
chr22	18364000	18364002	49.5	73	E029_monocyte	monocyte
chr22	18366000	18366002	28.7	17	E029_monocyte	monocyte
chr22	18368000	18368002	22.4	49	E029_monocyte	monocyte
chr22	18370000	18370002	49.3	67	E029_monocyte	monocyte
chr22	18372000	18372002	54.7	67	E029_monocyte	monocyte
chr22	18374000	18374002	39.5	16	E029_monocyte	monocyte
chr22	18376000	18376002	21.4	15	E029_monocyte	monocyte
chr22	18378000	18378002	43.0	36	E029_monocyte	monocyte
chr22	18380000	18380002	36.2	17	E029_monocyte	monocyte
chr22	18382000	18382002	16.5	63	E029_monocyte	monocyte
chr22	18384000	18384002	30.1	65	E029_monocyte	monocyte
chr22	18386000	18386002	49.3	9	E029_monocyte	monocyte
chr22	18388000	18388002	31.6	62	E029_monocyte	monocyte
chr22	18390000	18390002	57.1	32	E029_monocyte	monocyte
